,Clearsky DHI,Clearsky DNI,Clearsky GHI,Solar Zenith Angle,Precipitable Water
35333,0,0,0,136.73,0.8240000000000001
35334,0,0,0,143.09,0.799
35335,0,0,0,149.41,0.7979999999999999
35336,0,0,0,155.61,0.797
35337,0,0,0,161.55,0.804
35338,0,0,0,166.81,0.8109999999999999
35339,0,0,0,170.22,0.823
35340,0,0,0,169.7,0.836
35341,0,0,0,165.67,0.8809999999999999
35342,0,0,0,160.19,0.927
35343,0,0,0,154.16,0.954
35344,0,0,0,147.92,0.982
35345,0,0,0,141.59,0.982
35346,0,0,0,135.22,0.982
35347,0,0,0,128.86,0.995
35348,0,0,0,122.53,1.008
35349,0,0,0,116.24,1.029
35350,0,0,0,110.03,1.051
35351,0,0,0,103.92,1.063
35352,0,0,0,97.92,1.0759999999999998
35353,0,0,0,92.07,1.087
35354,20,342,42,86.4,1.099
35355,38,570,128,80.96,1.125
35356,50,700,221,75.8,1.151
35357,58,782,312,70.98,1.178
35358,63,837,396,66.58,1.206
35359,68,875,469,62.69,1.214
35360,74,894,529,59.41,1.224
35361,76,913,576,56.85,1.214
35362,80,919,606,55.11,1.206
35363,81,925,621,54.27,1.197
35364,82,921,619,54.37,1.188
35365,81,914,600,55.41,1.193
35366,80,900,565,57.33,1.198
35367,77,878,515,60.06,1.222
35368,72,849,451,63.48,1.246
35369,67,804,375,67.49,1.278
35370,58,748,290,71.99,1.311
35371,49,654,198,76.89,1.351
35372,35,512,106,82.11,1.391
35373,16,248,26,87.6,1.4469999999999998
35374,0,0,0,93.32,1.504
35375,0,0,0,99.2,1.557
35376,0,0,0,105.22,1.611
35377,0,0,0,111.36,1.6269999999999998
35378,0,0,0,117.59,1.644
35379,0,0,0,123.88,1.638
35380,0,0,0,130.22,1.634
35381,0,0,0,136.59,1.643
35382,0,0,0,142.95,1.653
35383,0,0,0,149.26,1.665
35384,0,0,0,155.46,1.6780000000000002
35385,0,0,0,161.39,1.661
35386,0,0,0,166.65,1.644
35387,0,0,0,170.07,1.5719999999999998
35388,0,0,0,169.62,1.501
35389,0,0,0,165.66,1.382
35390,0,0,0,160.2,1.264
35391,0,0,0,154.19,1.139
35392,0,0,0,147.96,1.014
35393,0,0,0,141.63,0.907
35394,0,0,0,135.26,0.8
35395,0,0,0,128.9,0.73
35396,0,0,0,122.56,0.6609999999999999
35397,0,0,0,116.28,0.624
35398,0,0,0,110.06,0.588
35399,0,0,0,103.94,0.5670000000000001
35400,0,0,0,97.94,0.547
35401,0,0,0,92.08,0.531
35402,22,341,44,86.4,0.516
35403,42,581,133,80.96,0.503
35404,53,729,232,75.78,0.491
35405,61,813,327,70.95,0.488
35406,66,877,415,66.54,0.485
35407,70,914,491,62.63,0.495
35408,72,944,554,59.33,0.506
35409,74,960,601,56.75,0.526
35410,75,972,632,55.0,0.547
35411,75,976,647,54.14,0.569
35412,71,981,645,54.23,0.591
35413,71,974,626,55.26,0.61
35414,68,962,590,57.17,0.629
35415,66,942,539,59.89,0.648
35416,63,914,473,63.31,0.667
35417,59,873,395,67.32,0.6809999999999999
35418,53,813,307,71.82,0.695
35419,46,726,212,76.72,0.7
35420,34,582,116,81.95,0.705
35421,16,322,31,87.45,0.7040000000000001
35422,0,0,0,93.16,0.703
35423,0,0,0,99.05,0.698
35424,0,0,0,105.07,0.6940000000000001
35425,0,0,0,111.21,0.685
35426,0,0,0,117.44,0.677
35427,0,0,0,123.74,0.6659999999999999
35428,0,0,0,130.08,0.655
35429,0,0,0,136.45,0.644
35430,0,0,0,142.8,0.634
35431,0,0,0,149.12,0.624
35432,0,0,0,155.31,0.615
35433,0,0,0,161.24,0.605
35434,0,0,0,166.49,0.595
35435,0,0,0,169.91,0.5870000000000001
35436,0,0,0,169.53,0.58
35437,0,0,0,165.63,0.58
35438,0,0,0,160.21,0.58
35439,0,0,0,154.21,0.585
35440,0,0,0,147.99,0.59
35441,0,0,0,141.66,0.596
35442,0,0,0,135.3,0.603
35443,0,0,0,128.93,0.612
35444,0,0,0,122.59,0.621
35445,0,0,0,116.3,0.629
35446,0,0,0,110.08,0.637
35447,0,0,0,103.96,0.645
35448,0,0,0,97.95,0.653
35449,0,0,0,92.08,0.66
35450,21,356,44,86.4,0.6679999999999999
35451,40,589,132,80.94,0.6859999999999999
35452,51,719,228,75.76,0.7040000000000001
35453,60,799,321,70.91,0.748
35454,67,847,406,66.48,0.792
35455,72,883,479,62.56,0.846
35456,80,895,538,59.25,0.9
35457,83,912,585,56.65,0.945
35458,87,916,614,54.88,0.99
35459,88,920,629,54.01,1.027
35460,98,893,622,54.08,1.064
35461,97,885,604,55.1,1.099
35462,107,838,563,57.01,1.134
35463,103,813,513,59.73,1.168
35464,109,739,443,63.14,1.203
35465,101,687,368,67.15,1.221
35466,92,600,281,71.65,1.24
35467,76,495,191,76.56,1.258
35468,54,322,101,81.79,1.277
35469,20,103,25,87.29,1.3090000000000002
35470,0,0,0,93.0,1.342
35471,0,0,0,98.89,1.374
35472,0,0,0,104.92,1.406
35473,0,0,0,111.06,1.443
35474,0,0,0,117.3,1.481
35475,0,0,0,123.59,1.538
35476,0,0,0,129.94,1.596
35477,0,0,0,136.3,1.646
35478,0,0,0,142.66,1.6969999999999998
35479,0,0,0,148.97,1.681
35480,0,0,0,155.16,1.665
35481,0,0,0,161.08,1.653
35482,0,0,0,166.32,1.641
35483,0,0,0,169.75,1.693
35484,0,0,0,169.43,1.746
35485,0,0,0,165.59,1.84
35486,0,0,0,160.2,1.935
35487,0,0,0,154.23,2.045
35488,0,0,0,148.01,2.155
35489,0,0,0,141.69,2.227
35490,0,0,0,135.32,2.299
35491,0,0,0,128.96,2.369
35492,0,0,0,122.62,2.44
35493,0,0,0,116.33,2.4530000000000003
35494,0,0,0,110.1,2.466
35495,0,0,0,103.97,2.443
35496,0,0,0,97.95,2.421
35497,0,0,0,92.08,2.339
35498,26,78,31,86.39,2.258
35499,64,264,106,80.92,2.134
35500,83,463,197,75.73,2.011
35501,99,566,285,70.87,1.916
35502,110,647,368,66.42,1.821
35503,119,698,441,62.49,1.778
35504,127,730,502,59.16,1.735
35505,132,755,548,56.54,1.7280000000000002
35506,129,783,582,54.75,1.722
35507,131,791,598,53.86,1.69
35508,136,778,595,53.93,1.659
35509,135,771,578,54.94,1.61
35510,131,759,546,56.84,1.5619999999999998
35511,126,735,498,59.55,1.509
35512,115,712,439,62.97,1.457
35513,106,662,365,66.98,1.3969999999999998
35514,96,582,281,71.48,1.338
35515,79,478,192,76.39,1.29
35516,56,321,103,81.62,1.242
35517,22,97,27,87.12,1.195
35518,0,0,0,92.84,1.149
35519,0,0,0,98.74,1.114
35520,0,0,0,104.77,1.08
35521,0,0,0,110.91,1.058
35522,0,0,0,117.15,1.036
35523,0,0,0,123.45,1.016
35524,0,0,0,129.79,0.996
35525,0,0,0,136.16,0.98
35526,0,0,0,142.51,0.965
35527,0,0,0,148.82,0.953
35528,0,0,0,155.01,0.942
35529,0,0,0,160.91,0.931
35530,0,0,0,166.14,0.921
35531,0,0,0,169.58,0.918
35532,0,0,0,169.32,0.916
35533,0,0,0,165.55,0.927
35534,0,0,0,160.2,0.939
35535,0,0,0,154.24,0.956
35536,0,0,0,148.03,0.974
35537,0,0,0,141.71,0.988
35538,0,0,0,135.35,1.002
35539,0,0,0,128.98,1.022
35540,0,0,0,122.64,1.043
35541,0,0,0,116.34,1.064
35542,0,0,0,110.12,1.085
35543,0,0,0,103.98,1.097
35544,0,0,0,97.95,1.11
35545,0,0,0,92.08,1.123
35546,25,222,39,86.37,1.136
35547,50,454,122,80.89,1.16
35548,67,594,214,75.69,1.185
35549,79,687,305,70.82,1.218
35550,91,739,388,66.36,1.252
35551,98,784,462,62.4,1.266
35552,109,800,520,59.06,1.281
35553,113,823,568,56.43,1.261
35554,120,827,599,54.62,1.241
35555,121,836,616,53.72,1.193
35556,126,826,614,53.77,1.145
35557,124,821,598,54.77,1.079
35558,120,811,566,56.66,1.014
35559,116,789,518,59.37,0.972
35560,107,765,457,62.79,0.931
35561,99,716,381,66.8,0.92
35562,89,641,295,71.31,0.909
35563,74,540,203,76.22,0.8909999999999999
35564,52,403,112,81.45,0.873
35565,23,164,32,86.96,0.825
35566,0,0,0,92.68,0.777
35567,0,0,0,98.58,0.713
35568,0,0,0,104.61,0.65
35569,0,0,0,110.76,0.597
35570,0,0,0,117.0,0.545
35571,0,0,0,123.3,0.514
35572,0,0,0,129.64,0.483
35573,0,0,0,136.01,0.464
35574,0,0,0,142.37,0.446
35575,0,0,0,148.67,0.43
35576,0,0,0,154.85,0.415
35577,0,0,0,160.75,0.402
35578,0,0,0,165.96,0.39
35579,0,0,0,169.41,0.38
35580,0,0,0,169.2,0.37
35581,0,0,0,165.5,0.365
35582,0,0,0,160.18,0.36
35583,0,0,0,154.24,0.358
35584,0,0,0,148.05,0.357
35585,0,0,0,141.73,0.358
35586,0,0,0,135.37,0.36
35587,0,0,0,129.0,0.365
35588,0,0,0,122.66,0.371
35589,0,0,0,116.36,0.379
35590,0,0,0,110.12,0.388
35591,0,0,0,103.98,0.399
35592,0,0,0,97.95,0.41
35593,0,0,0,92.06,0.419
35594,24,319,44,86.35,0.428
35595,46,556,134,80.86,0.436
35596,60,691,232,75.64,0.445
35597,70,778,327,70.76,0.451
35598,78,837,415,66.29,0.458
35599,84,878,492,62.32,0.456
35600,87,910,556,58.95,0.454
35601,90,930,606,56.3,0.443
35602,91,945,640,54.48,0.4320000000000001
35603,92,951,657,53.56,0.426
35604,91,954,657,53.6,0.421
35605,90,947,639,54.59,0.424
35606,89,933,604,56.48,0.4270000000000001
35607,86,913,553,59.19,0.431
35608,82,882,488,62.6,0.435
35609,76,840,409,66.62,0.436
35610,68,780,321,71.13,0.4370000000000001
35611,58,691,225,76.04,0.428
35612,43,554,127,81.28,0.419
35613,22,304,39,86.79,0.406
35614,0,0,0,92.52,0.393
35615,0,0,0,98.42,0.386
35616,0,0,0,104.46,0.379
35617,0,0,0,110.61,0.379
35618,0,0,0,116.85,0.38
35619,0,0,0,123.15,0.385
35620,0,0,0,129.49,0.39
35621,0,0,0,135.86,0.396
35622,0,0,0,142.22,0.402
35623,0,0,0,148.52,0.406
35624,0,0,0,154.69,0.41
35625,0,0,0,160.58,0.413
35626,0,0,0,165.78,0.417
35627,0,0,0,169.22,0.423
35628,0,0,0,169.07,0.43
35629,0,0,0,165.44,0.434
35630,0,0,0,160.16,0.438
35631,0,0,0,154.24,0.441
35632,0,0,0,148.05,0.445
35633,0,0,0,141.74,0.445
35634,0,0,0,135.38,0.445
35635,0,0,0,129.01,0.445
35636,0,0,0,122.67,0.446
35637,0,0,0,116.36,0.446
35638,0,0,0,110.13,0.447
35639,0,0,0,103.98,0.447
35640,0,0,0,97.94,0.447
35641,0,0,0,92.04,0.445
35642,23,342,45,86.32,0.443
35643,44,579,136,80.82,0.441
35644,56,717,235,75.59,0.439
35645,66,802,331,70.69,0.44
35646,72,862,420,66.21,0.441
35647,77,901,497,62.22,0.443
35648,81,929,562,58.84,0.446
35649,83,947,611,56.17,0.447
35650,84,962,645,54.33,0.449
35651,85,967,662,53.4,0.451
35652,83,971,662,53.43,0.453
35653,82,965,644,54.41,0.457
35654,80,954,609,56.29,0.461
35655,77,935,559,59.0,0.465
35656,73,907,493,62.41,0.471
35657,68,867,415,66.43,0.471
35658,61,811,326,70.94,0.472
35659,53,727,230,75.86,0.468
35660,40,595,132,81.11,0.464
35661,21,356,42,86.62,0.459
35662,0,0,0,92.35,0.455
35663,0,0,0,98.25,0.451
35664,0,0,0,104.3,0.448
35665,0,0,0,110.45,0.446
35666,0,0,0,116.69,0.444
35667,0,0,0,123.0,0.443
35668,0,0,0,129.35,0.443
35669,0,0,0,135.71,0.443
35670,0,0,0,142.07,0.444
35671,0,0,0,148.37,0.445
35672,0,0,0,154.53,0.446
35673,0,0,0,160.41,0.448
35674,0,0,0,165.6,0.45
35675,0,0,0,169.03,0.453
35676,0,0,0,168.93,0.457
35677,0,0,0,165.37,0.463
35678,0,0,0,160.13,0.47
35679,0,0,0,154.23,0.477
35680,0,0,0,148.05,0.484
35681,0,0,0,141.75,0.487
35682,0,0,0,135.39,0.49
35683,0,0,0,129.02,0.486
35684,0,0,0,122.67,0.482
35685,0,0,0,116.36,0.476
35686,0,0,0,110.12,0.47
35687,0,0,0,103.97,0.464
35688,0,0,0,97.92,0.459
35689,0,0,0,92.02,0.455
35690,22,368,46,86.29,0.451
35691,41,602,138,80.78,0.448
35692,53,739,237,75.54,0.446
35693,61,821,334,70.62,0.448
35694,65,885,424,66.12,0.45
35695,70,923,501,62.12,0.456
35696,73,949,566,58.72,0.463
35697,75,966,615,56.04,0.473
35698,76,977,648,54.18,0.483
35699,77,982,665,53.23,0.498
35700,76,983,664,53.24,0.514
35701,75,976,646,54.22,0.53
35702,73,964,611,56.1,0.546
35703,71,946,561,58.8,0.5579999999999999
35704,67,918,496,62.22,0.5710000000000001
35705,63,880,418,66.24,0.5760000000000001
35706,60,812,328,70.76,0.581
35707,52,729,232,75.68,0.5820000000000001
35708,40,594,133,80.93,0.584
35709,21,358,43,86.45,0.584
35710,0,0,0,92.18,0.585
35711,0,0,0,98.09,0.586
35712,0,0,0,104.14,0.5870000000000001
35713,0,0,0,110.3,0.5870000000000001
35714,0,0,0,116.54,0.588
35715,0,0,0,122.85,0.588
35716,0,0,0,129.2,0.588
35717,0,0,0,135.56,0.5870000000000001
35718,0,0,0,141.91,0.5870000000000001
35719,0,0,0,148.21,0.585
35720,0,0,0,154.37,0.583
35721,0,0,0,160.24,0.581
35722,0,0,0,165.41,0.58
35723,0,0,0,168.84,0.583
35724,0,0,0,168.79,0.586
35725,0,0,0,165.29,0.594
35726,0,0,0,160.09,0.603
35727,0,0,0,154.22,0.616
35728,0,0,0,148.05,0.629
35729,0,0,0,141.75,0.645
35730,0,0,0,135.39,0.6609999999999999
35731,0,0,0,129.02,0.688
35732,0,0,0,122.67,0.715
35733,0,0,0,116.36,0.743
35734,0,0,0,110.11,0.772
35735,0,0,0,103.95,0.7829999999999999
35736,0,0,0,97.9,0.795
35737,0,0,0,91.99,0.7929999999999999
35738,22,337,44,86.25,0.792
35739,41,568,133,80.73,0.7909999999999999
35740,54,701,230,75.47,0.79
35741,63,785,325,70.55,0.7959999999999999
35742,69,845,412,66.03,0.802
35743,74,884,489,62.01,0.8140000000000001
35744,78,908,552,58.59,0.8270000000000001
35745,81,926,601,55.89,0.84
35746,84,933,633,54.02,0.853
35747,85,938,649,53.06,0.868
35748,87,932,648,53.06,0.883
35749,86,926,630,54.02,0.897
35750,87,906,595,55.9,0.911
35751,84,886,546,58.6,0.924
35752,82,851,481,62.02,0.938
35753,76,809,404,66.05,0.948
35754,69,746,317,70.57,0.958
35755,59,658,224,75.49,0.966
35756,44,521,128,80.75,0.974
35757,23,290,42,86.27,0.986
35758,0,0,0,92.01,0.998
35759,0,0,0,97.93,1.012
35760,0,0,0,103.98,1.026
35761,0,0,0,110.14,1.041
35762,0,0,0,116.38,1.056
35763,0,0,0,122.69,1.069
35764,0,0,0,129.04,1.083
35765,0,0,0,135.41,1.097
35766,0,0,0,141.76,1.112
35767,0,0,0,148.05,1.125
35768,0,0,0,154.21,1.139
35769,0,0,0,160.06,1.149
35770,0,0,0,165.21,1.16
35771,0,0,0,168.64,1.168
35772,0,0,0,168.64,1.177
35773,0,0,0,165.2,1.183
35774,0,0,0,160.05,1.189
35775,0,0,0,154.19,1.194
35776,0,0,0,148.04,1.2
35777,0,0,0,141.74,1.2
35778,0,0,0,135.39,1.2
35779,0,0,0,129.02,1.197
35780,0,0,0,122.67,1.195
35781,0,0,0,116.35,1.194
35782,0,0,0,110.1,1.193
35783,0,0,0,103.93,1.193
35784,0,0,0,97.87,1.194
35785,0,0,0,91.95,1.194
35786,24,258,41,86.2,1.194
35787,47,487,126,80.67,1.1909999999999998
35788,64,621,220,75.4,1.189
35789,75,712,313,70.46,1.193
35790,83,775,399,65.93,1.197
35791,90,818,475,61.89,1.208
35792,95,845,537,58.46,1.22
35793,99,866,586,55.74,1.231
35794,101,878,619,53.85,1.243
35795,102,884,636,52.87,1.26
35796,102,882,635,52.86,1.277
35797,101,875,618,53.82,1.3
35798,100,858,584,55.7,1.324
35799,97,836,535,58.4,1.348
35800,94,800,472,61.82,1.372
35801,87,756,396,65.85,1.379
35802,76,705,313,70.37,1.386
35803,64,615,221,75.3,1.379
35804,48,482,127,80.57,1.3730000000000002
35805,25,258,43,86.1,1.366
35806,0,0,0,91.84,1.359
35807,0,0,0,97.76,1.349
35808,0,0,0,103.81,1.339
35809,0,0,0,109.98,1.327
35810,0,0,0,116.23,1.3159999999999998
35811,0,0,0,122.54,1.301
35812,0,0,0,128.89,1.287
35813,0,0,0,135.26,1.275
35814,0,0,0,141.61,1.263
35815,0,0,0,147.9,1.253
35816,0,0,0,154.04,1.244
35817,0,0,0,159.88,1.23
35818,0,0,0,165.02,1.217
35819,0,0,0,168.43,1.206
35820,0,0,0,168.47,1.196
35821,0,0,0,165.11,1.204
35822,0,0,0,160.0,1.212
35823,0,0,0,154.17,1.252
35824,0,0,0,148.02,1.293
35825,0,0,0,141.73,1.331
35826,0,0,0,135.38,1.369
35827,0,0,0,129.01,1.4069999999999998
35828,0,0,0,122.65,1.446
35829,0,0,0,116.34,1.506
35830,0,0,0,110.08,1.5659999999999998
35831,0,0,0,103.91,1.642
35832,0,0,0,97.84,1.719
35833,0,0,0,91.91,1.809
35834,26,177,38,86.15,1.9
35835,55,388,118,80.61,1.992
35836,82,479,203,75.33,2.085
35837,99,574,291,70.37,2.16
35838,122,602,369,65.82,2.235
35839,132,652,441,61.77,2.275
35840,142,683,501,58.32,2.316
35841,148,708,548,55.58,2.32
35842,149,729,581,53.68,2.324
35843,151,737,598,52.68,2.296
35844,151,739,599,52.66,2.27
35845,149,732,584,53.62,2.256
35846,143,723,553,55.49,2.242
35847,137,699,506,58.19,2.253
35848,124,679,448,61.61,2.265
35849,115,630,375,65.64,2.28
35850,103,558,292,70.18,2.296
35851,85,462,204,75.11,2.305
35852,61,333,117,80.38,2.315
35853,28,140,38,85.92,2.317
35854,0,0,0,91.67,2.32
35855,0,0,0,97.59,2.305
35856,0,0,0,103.65,2.291
35857,0,0,0,109.82,2.262
35858,0,0,0,116.07,2.234
35859,0,0,0,122.39,2.193
35860,0,0,0,128.74,2.153
35861,0,0,0,135.11,2.115
35862,0,0,0,141.45,2.077
35863,0,0,0,147.74,2.05
35864,0,0,0,153.88,2.023
35865,0,0,0,159.7,2.008
35866,0,0,0,164.81,1.993
35867,0,0,0,168.22,1.971
35868,0,0,0,168.3,1.949
35869,0,0,0,165.0,1.924
35870,0,0,0,159.94,1.9
35871,0,0,0,154.13,1.903
35872,0,0,0,148.0,1.907
35873,0,0,0,141.72,1.921
35874,0,0,0,135.37,1.935
35875,0,0,0,129.0,1.946
35876,0,0,0,122.64,1.958
35877,0,0,0,116.32,1.974
35878,0,0,0,110.06,1.991
35879,0,0,0,103.88,1.98
35880,0,0,0,97.8,1.969
35881,0,0,0,91.87,1.942
35882,27,180,39,86.1,1.916
35883,55,396,120,80.54,1.919
35884,72,548,212,75.25,1.923
35885,86,642,303,70.28,1.936
35886,94,714,388,65.71,1.95
35887,101,761,463,61.64,1.932
35888,102,806,528,58.17,1.916
35889,106,829,577,55.42,1.894
35890,102,859,613,53.49,1.872
35891,103,865,630,52.49,1.876
35892,104,864,630,52.46,1.881
35893,103,857,614,53.4,1.899
35894,99,848,582,55.27,1.918
35895,95,828,534,57.98,1.933
35896,90,799,473,61.4,1.949
35897,84,756,398,65.44,1.974
35898,77,687,313,69.98,2.0
35899,66,597,221,74.92,2.056
35900,53,438,127,80.2,2.112
35901,28,223,44,85.74,2.187
35902,0,0,0,91.49,2.262
35903,0,0,0,97.42,2.314
35904,0,0,0,103.49,2.366
35905,0,0,0,109.66,2.412
35906,0,0,0,115.92,2.459
35907,0,0,0,122.23,2.552
35908,0,0,0,128.59,2.6460000000000004
35909,0,0,0,134.95,2.705
35910,0,0,0,141.3,2.764
35911,0,0,0,147.58,2.765
35912,0,0,0,153.71,2.767
35913,0,0,0,159.52,2.7430000000000003
35914,0,0,0,164.61,2.719
35915,0,0,0,168.0,2.662
35916,0,0,0,168.12,2.6060000000000003
35917,0,0,0,164.89,2.476
35918,0,0,0,159.87,2.346
35919,0,0,0,154.08,2.143
35920,0,0,0,147.97,1.941
35921,0,0,0,141.69,1.785
35922,0,0,0,135.35,1.63
35923,0,0,0,128.98,1.527
35924,0,0,0,122.62,1.425
35925,0,0,0,116.29,1.379
35926,0,0,0,110.02,1.334
35927,0,0,0,103.84,1.31
35928,0,0,0,97.76,1.286
35929,0,0,0,91.81,1.265
35930,26,250,43,86.03,1.245
35931,50,477,129,80.47,1.226
35932,68,607,224,75.16,1.208
35933,80,699,318,70.18,1.194
35934,91,758,404,65.6,1.181
35935,98,803,481,61.51,1.172
35936,101,839,546,58.02,1.164
35937,105,861,596,55.25,1.157
35938,102,886,632,53.31,1.15
35939,103,893,650,52.29,1.149
35940,93,917,655,52.25,1.148
35941,92,911,639,53.18,1.145
35942,86,909,607,55.05,1.143
35943,84,891,559,57.76,1.138
35944,78,869,497,61.19,1.133
35945,73,831,421,65.23,1.124
35946,65,779,335,69.77,1.116
35947,56,699,241,74.73,1.101
35948,44,575,144,80.01,1.086
35949,25,361,53,85.55,1.0659999999999998
35950,0,0,0,91.32,1.047
35951,0,0,0,97.25,1.025
35952,0,0,0,103.32,1.004
35953,0,0,0,109.5,0.984
35954,0,0,0,115.76,0.964
35955,0,0,0,122.08,0.948
35956,0,0,0,128.43,0.933
35957,0,0,0,134.8,0.93
35958,0,0,0,141.14,0.927
35959,0,0,0,147.42,0.924
35960,0,0,0,153.54,0.922
35961,0,0,0,159.33,0.91
35962,0,0,0,164.4,0.899
35963,0,0,0,167.78,0.8859999999999999
35964,0,0,0,167.94,0.873
35965,0,0,0,164.77,0.862
35966,0,0,0,159.79,0.851
35967,0,0,0,154.03,0.84
35968,0,0,0,147.93,0.8290000000000001
35969,0,0,0,141.66,0.818
35970,0,0,0,135.32,0.807
35971,0,0,0,128.95,0.795
35972,0,0,0,122.59,0.784
35973,0,0,0,116.26,0.7809999999999999
35974,0,0,0,109.99,0.778
35975,0,0,0,103.8,0.79
35976,0,0,0,97.71,0.802
35977,0,0,0,91.75,0.821
35978,26,285,47,85.96,0.841
35979,49,516,135,80.39,0.862
35980,63,660,233,75.07,0.883
35981,74,747,328,70.07,0.914
35982,77,822,418,65.47,0.946
35983,82,861,495,61.37,0.99
35984,86,888,559,57.86,1.034
35985,89,906,608,55.07,1.092
35986,92,913,640,53.11,1.151
35987,93,917,656,52.08,1.226
35988,103,889,651,52.03,1.301
35989,102,881,633,52.96,1.388
35990,101,862,598,54.83,1.476
35991,98,840,549,57.53,1.56
35992,94,804,484,60.97,1.645
35993,88,759,409,65.02,1.723
35994,80,696,323,69.57,1.802
35995,68,607,230,74.53,1.881
35996,52,474,136,79.82,1.961
35997,29,263,50,85.37,2.032
35998,0,0,0,91.14,2.104
35999,0,0,0,97.08,2.17
36000,0,0,0,103.15,2.236
36001,0,0,0,109.34,2.29
36002,0,0,0,115.6,2.344
36003,0,0,0,121.92,2.371
36004,0,0,0,128.28,2.398
36005,0,0,0,134.64,2.406
36006,0,0,0,140.99,2.414
36007,0,0,0,147.25,2.402
36008,0,0,0,153.36,2.391
36009,0,0,0,159.14,2.365
36010,0,0,0,164.19,2.34
36011,0,0,0,167.55,2.312
36012,0,0,0,167.74,2.2840000000000003
36013,0,0,0,164.64,2.263
36014,0,0,0,159.7,2.2430000000000003
36015,0,0,0,153.97,2.228
36016,0,0,0,147.89,2.214
36017,0,0,0,141.63,2.198
36018,0,0,0,135.29,2.182
36019,0,0,0,128.92,2.15
36020,0,0,0,122.55,2.1180000000000003
36021,0,0,0,116.22,2.069
36022,0,0,0,109.95,2.02
36023,0,0,0,103.75,1.938
36024,0,0,0,97.65,1.857
36025,0,0,0,91.69,1.75
36026,27,230,44,85.89,1.643
36027,52,454,129,80.3,1.521
36028,66,615,226,74.97,1.399
36029,78,709,321,69.95,1.275
36030,82,792,413,65.34,1.151
36031,88,839,492,61.22,1.046
36032,88,886,562,57.69,0.941
36033,91,910,614,54.89,0.858
36034,89,937,654,52.91,0.775
36035,90,946,674,51.86,0.727
36036,85,960,679,51.8,0.68
36037,84,956,664,52.73,0.6609999999999999
36038,80,955,633,54.59,0.642
36039,77,938,584,57.31,0.63
36040,72,918,521,60.75,0.619
36041,68,884,444,64.8,0.602
36042,61,837,356,69.36,0.586
36043,53,763,259,74.33,0.564
36044,42,648,159,79.62,0.5429999999999999
36045,26,443,63,85.19,0.525
36046,0,0,0,90.96,0.507
36047,0,0,0,96.91,0.496
36048,0,0,0,102.99,0.485
36049,0,0,0,109.17,0.475
36050,0,0,0,115.44,0.465
36051,0,0,0,121.77,0.455
36052,0,0,0,128.12,0.445
36053,0,0,0,134.49,0.44
36054,0,0,0,140.83,0.436
36055,0,0,0,147.09,0.4370000000000001
36056,0,0,0,153.19,0.439
36057,0,0,0,158.95,0.447
36058,0,0,0,163.98,0.456
36059,0,0,0,167.32,0.471
36060,0,0,0,167.54,0.487
36061,0,0,0,164.5,0.505
36062,0,0,0,159.61,0.523
36063,0,0,0,153.91,0.5329999999999999
36064,0,0,0,147.84,0.5429999999999999
36065,0,0,0,141.58,0.539
36066,0,0,0,135.25,0.536
36067,0,0,0,128.88,0.519
36068,0,0,0,122.51,0.502
36069,0,0,0,116.18,0.479
36070,0,0,0,109.9,0.456
36071,0,0,0,103.69,0.439
36072,0,0,0,97.59,0.422
36073,0,0,0,91.62,0.414
36074,24,402,53,85.81,0.406
36075,42,627,149,80.21,0.415
36076,54,749,250,74.86,0.425
36077,63,827,348,69.83,0.454
36078,69,879,438,65.2,0.485
36079,74,913,515,61.06,0.534
36080,79,930,579,57.52,0.583
36081,82,946,629,54.7,0.629
36082,85,950,661,52.7,0.675
36083,86,956,679,51.64,0.688
36084,85,958,680,51.57,0.7020000000000001
36085,84,954,665,52.49,0.6809999999999999
36086,80,949,634,54.36,0.662
36087,78,934,586,57.07,0.637
36088,72,916,523,60.52,0.612
36089,68,882,447,64.58,0.589
36090,60,840,359,69.15,0.5670000000000001
36091,53,767,263,74.13,0.544
36092,41,659,162,79.43,0.523
36093,26,458,66,85.0,0.507
36094,0,0,0,90.78,0.4920000000000001
36095,0,0,0,96.73,0.487
36096,0,0,0,102.82,0.483
36097,0,0,0,109.01,0.478
36098,0,0,0,115.28,0.474
36099,0,0,0,121.61,0.46
36100,0,0,0,127.97,0.448
36101,0,0,0,134.33,0.449
36102,0,0,0,140.67,0.45
36103,0,0,0,146.93,0.456
36104,0,0,0,153.02,0.463
36105,0,0,0,158.76,0.47
36106,0,0,0,163.76,0.478
36107,0,0,0,167.08,0.4970000000000001
36108,0,0,0,167.33,0.517
36109,0,0,0,164.35,0.537
36110,0,0,0,159.51,0.557
36111,0,0,0,153.84,0.579
36112,0,0,0,147.78,0.601
36113,0,0,0,141.54,0.615
36114,0,0,0,135.2,0.63
36115,0,0,0,128.84,0.626
36116,0,0,0,122.47,0.623
36117,0,0,0,116.13,0.604
36118,0,0,0,109.85,0.586
36119,0,0,0,103.64,0.5579999999999999
36120,0,0,0,97.52,0.532
36121,0,0,0,91.54,0.505
36122,24,417,55,85.72,0.479
36123,42,639,151,80.11,0.469
36124,53,763,254,74.75,0.459
36125,61,840,353,69.71,0.476
36126,66,894,444,65.06,0.493
36127,71,929,523,60.9,0.515
36128,75,951,589,57.34,0.537
36129,77,968,640,54.5,0.552
36130,79,977,674,52.49,0.5670000000000001
36131,80,981,692,51.42,0.584
